,code
23130,12585302
23131,12587705
23132,12590101
23133,12590501
23134,12591901
23135,12592302
23136,12592801
23137,12592401
23138,12592901
23139,12592702
23140,12592502
23141,12592601
23142,12593301
23143,12593502
23144,12593601
23145,12594902
23146,12594802
23147,12594702
23148,12594501
23149,12594302
23150,12595801
23151,12597302
23152,12597502
23153,12597202
23154,12597102
23155,12597702
23156,12597801
23157,12598702
23158,12599102
23159,12600101
23160,12599501
23161,12611802
23162,12601802
23163,12602002
23164,12602302
23165,12603901
23166,12603801
23167,12603701
23168,12604201
23169,12604601
23170,12604901
23171,12605001
23172,12605101
23173,12638501
23174,12643701
23175,12626401
23176,12644702
23177,12644802
23178,12644901
23179,12633001
23180,12671602
23181,12671302
23182,12666001
23183,12665701
23184,12669202
23185,12669402
23186,12669002
23187,12670102
23188,12671202
23189,12671502
23190,12756901
23191,12765201
23192,12758401
23193,12768701
23194,12772901
23195,12770101
23196,12771701
23197,12755401
23198,12763701
23199,12771901
23200,12775401
23201,12774301
23202,12772001
23203,12772301
23204,12774201
23205,12774401
23206,12772401
23207,12771401
23208,12775901
23209,12773401
23210,12775801
23211,12774701
23212,12775201
23213,12775501
23214,12775701
23215,12773801
23216,12772501
23217,12774001
23218,12775101
23219,12773601
23220,12771501
23221,12776001
23222,12776201
23223,12776701
23224,12776801
23225,12781001
23226,12761901
23227,12776501
23228,12776401
23229,12778805
23230,12778701
23231,12778601
23232,12778401
23233,12776301
23234,12778501
23235,12786601
23236,12787202
23237,12787002
23238,12786701
23239,12789401
23240,12788001
23241,12789501
23242,12788401
23243,12789301
23244,12789601
23245,12788601
23246,12702701
23247,12791402
23248,12791001
23249,12791201
23250,12790701
23251,12790901
23252,12790601
23253,12790501
23254,12791301
23255,12790801
23256,12796007
23257,12797401
23258,12797501
23259,12797701
23260,12797301
23261,12798401
23262,12798701
23263,12799101
23264,12821601
23265,12821701
23266,12821802
23267,12822105
23268,12823501
23269,12823601
23270,12823202
23271,12824301
23272,12824601
23273,12824501
23274,12822701
23275,12823701
23276,12823801
23277,12826505
23278,12812801
23279,10266701
23280,10266801
23281,10270301
23282,10271601
23283,10270902
23284,10270501
23285,10261304
23286,10273402
23287,10286004
23288,10287602
23289,10288101
23290,10288602
23291,10291101
23292,10291201
23293,10291001
23294,10291501
23295,10292801
23296,10294901
23297,10294601
23298,10295101
23299,10293802
23300,10295601
23301,10298101
23302,10298801
23303,10299701
23304,10299401
23305,10302304
23306,10306601
23307,10307501
23308,10305501
23309,10309301
23310,10309901
23311,10310001
23312,10311101
23313,10310901
23314,10316705
23315,10311501
23316,10311701
23317,10312301
23318,10318701
23319,10318801
23320,10318901
23321,10319001
23322,10319101
23323,10271501
23324,10314501
23325,10344501
23326,10353901
23327,10353801
23328,10364801
23329,10365301
23330,10366101
23331,10355501
23332,10354101
23333,10355105
23334,10354201
23335,10347006
23336,10347501
23337,10367701
23338,10356901
23339,10368901
23340,10369701
23341,10361301
23342,10362001
23343,10371901
23344,10373001
23345,11201901
23346,11393601
23347,12279901
23348,12682902
23349,12751801
23350,2066201
23351,7995001
23352,10324601
23353,10350901
23354,11309501
23355,11309901
23356,12364505
23357,13051601
23358,13125301
23359,11391201
23360,12911802
23361,13110802
23362,13121402
23363,13138501
23364,9065901
23365,10761601
23366,11144001
23367,12248902
23368,12258002
23369,12476805
23370,12481205
23371,12481705
23372,12481405
23373,12607302
23374,12005302
23375,12083502
23376,12668202
23377,12736205
23378,12791501
23379,8326101
23380,5608602
23381,7352001
23382,5670201
23383,11499501
23384,11692802
23385,12333702
23386,12831702
23387,13047601
23388,13112702
23389,10403502
23390,10403606
23391,10403102
23392,10404002
23393,10404101
23394,10403901
23395,10404301
23396,10404806
23397,10404706
23398,10406005
23399,10407101
23400,10409301
23401,10409401
23402,10409101
23403,10395401
23404,888505
23405,10410801
23406,10411201
23407,10451102
23408,10447001
23409,10447101
23410,10446905
23411,10452901
23412,10453301
23413,10450101
23414,10449201
23415,10450405
23416,10570401
23417,10565401
23418,10565201
23419,10571701
23420,10566601
23421,10586301
23422,10586401
23423,10589602
23424,10589402
23425,10600301
23426,10600901
23427,10591201
23428,10603001
23429,10603101
23430,10603401
23431,10603905
23432,10604005
23433,10604207
23434,10604401
23435,10596901
23436,10597102
23437,10622801
23438,10622501
23439,10624001
23440,10625001
23441,10607801
23442,10607601
23443,10607901
23444,10608401
23445,10608201
23446,10610401
23447,10610101
23448,10611202
23449,10610801
23450,10610501
23451,10611901
23452,10613401
23453,10613201
23454,10613301
23455,10614702
23456,10614602
23457,10627301
23458,10629101
23459,10629001
23460,10630201
23461,10631102
23462,10632401
23463,10632701
23464,10634601
23465,10634501
23466,10635401
23467,10635601
23468,10646301
23469,10647202
23470,10647401
23471,10647701
23472,10649105
23473,10649301
23474,10649201
23475,10649405
23476,10649505
23477,10657202
23478,10663701
23479,10636307
23480,10641401
23481,10643101
23482,10642301
23483,10643301
23484,10645301
23485,10645201
23486,10645501
23487,10645901
23488,10645807
23489,10669101
23490,10607501
23491,10676902
23492,10658301
23493,10662201
23494,10658001
23495,10676301
23496,10668201
23497,10675405
23498,10675205
23499,10666501
23500,10658901
23501,10658501
23502,10680305
23503,10680801
23504,10681001
23505,10683901
23506,10684701
23507,10686001
23508,10686301
23509,10687602
23510,10692201
23511,10692301
23512,10692601
23513,10693701
23514,10635201
23515,10636602
23516,10704901
23517,10706202
23518,10706501
23519,10706601
23520,10708401
23521,10710507
23522,10710707
23523,10711601
23524,10712801
23525,10713102
23526,10713701
23527,10713901
23528,10714901
23529,10511202
23530,10716401
23531,10716601
23532,10718001
23533,10718901
23534,10720201
23535,10720301
23536,10721401
23537,10721801
23538,10721901
23539,10722001
23540,10721701
23541,10722501
23542,10723801
23543,10724101
23544,10723601
23545,10723505
23546,10725401
23547,10724501
23548,10726101
23549,10727501
23550,10727301
23551,10727101
23552,10726601
23553,10726801
23554,10727901
23555,10726501
23556,10726901
23557,10728001
23558,10696602
23559,10697202
23560,10698702
23561,10731101
23562,10699101
23563,10731001
23564,10699402
23565,10699001
23566,10732601
23567,10701701
23568,10703501
23569,10704101
23570,10704701
23571,10733901
23572,10735101
23573,10735601
23574,10736606
23575,10737001
23576,10737901
23577,10737801
23578,10736801
23579,10743001
23580,10742401
23581,10744501
23582,10744601
23583,10744401
23584,10745001
23585,10744901
23586,10743201
23587,10747301
23588,10747401
23589,10749201
23590,10749501
23591,10748101
23592,10747601
23593,10749901
23594,10748701
23595,10749601
23596,10748501
23597,10748601
23598,10749105
23599,10750001
23600,10750101
23601,10750601
23602,10750701
23603,10750401
23604,10751401
23605,10747101
23606,10751901
23607,10752001
23608,10752101
23609,10746501
23610,10753801
23611,10752501
23612,10753501
23613,10753901
23614,10753601
23615,10752401
23616,10752601
23617,10754001
23618,10754401
23619,10753401
23620,10754901
23621,10754801
23622,10755801
23623,10756102
23624,10756302
23625,10756402
23626,10756502
23627,10759001
23628,10758501
23629,10760601
23630,10760701
23631,10761506
23632,10761801
23633,10762701
23634,10762801
23635,10764201
23636,10763101
23637,10762401
23638,10762501
23639,10762001
23640,10763601
23641,10763701
23642,10776801
23643,10774101
23644,10774801
23645,10775301
23646,10775001
23647,10775201
23648,10776001
23649,10772301
23650,10774601
23651,10762901
23652,10762601
23653,10777801
23654,10778701
23655,10779501
23656,10762101
23657,10763501
23658,10764401
23659,10765301
23660,10781101
23661,10781201
23662,10782401
23663,10783802
23664,10766801
23665,10783902
23666,10803801
23667,10805304
23668,10799701
23669,10804501
23670,10808001
23671,10808702
23672,10809002
23673,10809501
23674,10809801
23675,10810201
23676,10812902
23677,10813602
23678,10813102
23679,10822502
23680,10823201
23681,10824001
23682,10821801
23683,10824901
23684,10825801
23685,10825205
23686,10826506
23687,10829602
23688,10829502
23689,10831301
23690,10831801
23691,10832102
23692,10832504
23693,10832602
23694,10832701
23695,10834201
23696,10836201
23697,10838301
23698,10838901
23699,10840202
23700,10840401
23701,10813201
23702,10813001
23703,10811101
23704,10813902
23705,10815302
23706,10815002
23707,10815408
23708,10816402
23709,10817301
23710,10819202
23711,10819501
23712,10819601
23713,10820401
23714,10820101
23715,10820502
23716,10821201
23717,10821101
23718,10821001
23719,10850901
23720,10852305
23721,10852605
23722,10851201
23723,10853101
23724,10858001
23725,10859103
23726,10859201
23727,10859301
23728,10859501
23729,10860801
23730,10861001
23731,10841702
23732,10842101
23733,10842201
23734,10842702
23735,10842801
23736,10843101
23737,10846201
23738,10846702
23739,10847301
23740,10847402
23741,10847502
23742,10849301
23743,10849402
23744,10850602
23745,10861301
23746,10860901
23747,10862201
23748,10862901
23749,10863001
23750,10863101
23751,10863601
23752,10864001
23753,10864101
23754,10863801
23755,10864301
23756,10864201
23757,10864501
23758,10864401
23759,10867101
23760,10868905
23761,10868105
23762,10868205
23763,10869206
23764,10866201
23765,10869802
23766,10870401
23767,10870702
23768,10872201
23769,10872301
23770,10872702
23771,10873401
23772,10874201
23773,10876301
23774,10876801
23775,10879801
23776,10879901
23777,10880001
23778,10882204
23779,10883401
23780,10882101
23781,10887101
23782,10886901
23783,10882001
23784,10887901
23785,10888001
23786,10888901
23787,10889101
23788,10889206
23789,10911201
23790,10911301
23791,10912001
23792,10912201
23793,10912701
23794,10916301
23795,10916801
23796,10918401
23797,10918601
23798,10917401
23799,10918101
23800,10917101
23801,10918805
23802,10918307
23803,10919801
23804,10919901
23805,10920101
23806,10920301
23807,10920401
23808,10921402
23809,10921801
23810,10899302
23811,10899801
23812,10900201
23813,10900401
23814,10901105
23815,10862801
23816,10862701
23817,10903001
23818,10903201
23819,10903802
23820,10903602
23821,10903906
23822,10907001
23823,10906801
23824,10908202
23825,10908501
23826,10890601
23827,10891401
23828,10893501
23829,10894301
23830,10894401
23831,10894701
23832,10894601
23833,10895501
23834,10895401
23835,10894901
23836,10895001
23837,10895101
23838,10895201
23839,10895301
23840,10895601
23841,10896001
23842,10897101
23843,10897201
23844,10897401
23845,10897501
23846,10897601
23847,10897701
23848,10898401
23849,10898701
23850,10938602
23851,10923101
23852,10923201
23853,10923001
23854,10923501
23855,10923505
23856,10923701
23857,10923601
23858,10923907
23859,10925201
23860,10925101
23861,10925601
23862,10926002
23863,10926102
23864,10926202
23865,10927604
23866,10927702
23867,10944901
23868,10945905
23869,10953701
23870,10954105
23871,10953901
23872,10955201
23873,10955301
23874,10954901
23875,10956101
23876,10960001
23877,10961702
23878,10962901
23879,10963201
23880,10963301
23881,10964701
23882,10966801
23883,10967301
23884,10968601
23885,10969101
23886,10969501
23887,10969801
23888,10970201
23889,10970301
23890,10970501
23891,10971601
23892,10971706
23893,10971901
23894,10971801
23895,10972301
23896,10972201
23897,10972101
23898,10974301
23899,10974201
23900,10974501
23901,10975505
23902,10978201
23903,10979601
23904,10979701
23905,10979801
23906,10990402
23907,10990901
23908,10992001
23909,10992502
23910,10980101
23911,10982001
23912,10996601
23913,10996202
23914,10997701
23915,10986201
23916,11011902
23917,11008005
23918,11022301
23919,11013801
23920,11014101
23921,11013501
23922,11013601
23923,11013901
23924,11014201
23925,11014402
23926,11015201
23927,11015001
23928,11025101
23929,11015701
23930,11017002
23931,10987301
23932,10909902
23933,11018601
23934,11018501
23935,11030501
23936,11031901
23937,11032601
23938,11028001
23939,11028901
23940,11028801
23941,11027901
23942,11031301
23943,11026801
23944,11028401
23945,11028701
23946,11028601
23947,11034601
23948,11034701
23949,11035401
23950,11035501
23951,11036001
23952,11035801
23953,11036501
23954,11036401
23955,11036201
23956,11036701
23957,11051001
23958,11050901
23959,11051301
23960,1684105
23961,11052701
23962,11053401
23963,11053901
23964,11038001
23965,11038801
23966,11039001
23967,11032806
23968,11040401
23969,11041602
23970,11041906
23971,11043601
23972,11044001
23973,11045002
23974,11045301
23975,11045702
23976,11045401
23977,11067302
23978,11066901
23979,11068001
23980,11069001
23981,11070401
23982,11069702
23983,11071301
23984,11073202
23985,11073501
23986,11073401
23987,11073701
23988,11073801
23989,11073601
23990,11075102
23991,11057001
23992,11058101
23993,11059001
23994,11059101
23995,11059201
23996,11059301
23997,11059501
23998,11061201
23999,11060901
24000,11061601
24001,11061301
24002,11060202
24003,11060402
24004,11060002
24005,11062201
24006,11063305
24007,11063402
24008,11084901
24009,11085101
24010,11085001
24011,11085201
24012,11085405
24013,11086401
24014,11087401
24015,11087501
24016,11089301
24017,11089502
24018,11089801
24019,11091901
24020,11092401
24021,11093902
24022,11104202
24023,11105102
24024,11104501
24025,11105701
24026,11105801
24027,11106101
24028,11107302
24029,11108001
24030,11108701
24031,11111101
24032,11113802
24033,11114104
24034,11076901
24035,11077401
24036,11080401
24037,11155601
24038,11155801
24039,11155401
24040,11155701
24041,11155501
24042,11156301
24043,11156401
24044,11157701
24045,11158001
24046,11157601
24047,11157801
24048,11158101
24049,11158401
24050,11158201
24051,11158901
24052,11159801
24053,11162401
24054,11162901
24055,11164501
24056,11166801
24057,11167201
24058,11167301
24059,11167401
24060,11167501
24061,11167101
24062,11167001
24063,11168201
24064,11170502
24065,11170302
24066,11170001
24067,11171901
24068,11173101
24069,11172802
24070,11172701
24071,11172601
24072,11173201
24073,11174201
24074,11174901
24075,11174801
24076,11175501
24077,11176201
24078,11176701
24079,11176901
24080,11177101
24081,11177001
24082,11177301
24083,11177201
24084,11177501
24085,11177401
24086,11177802
24087,11178401
24088,11179001
24089,11178001
24090,11178901
24091,11178201
24092,11178801
24093,11179201
24094,11178501
24095,11179101
24096,11178601
24097,11178701
24098,11178305
24099,11179401
24100,11179301
24101,11180101
24102,11180001
24103,11179901
24104,11180202
24105,11180505
24106,11180605
24107,11180702
24108,11182801
24109,11185602
24110,11156902
24111,11150002
24112,11185802
24113,11186202
24114,11188401
24115,11189101
24116,11189402
24117,11190101
24118,11190901
24119,11192202
24120,11192101
24121,11193101
24122,11193001
24123,11192401
24124,11193501
24125,11195801
24126,11195501
24127,11199401
24128,11199505
24129,11200101
24130,11201801
24131,11202502
24132,11205101
24133,11205507
24134,11235402
24135,11236401
24136,11236901
24137,11237201
24138,11237001
24139,11236601
24140,11229801
24141,11240202
24142,11244101
24143,11245101
24144,11244802
24145,11244202
24146,11246201
24147,11246301
24148,11247401
24149,11245601
24150,11245801
24151,11246001
24152,11248002
24153,11247902
24154,11250201
24155,11250102
24156,11250406
24157,11250802
24158,11250602
24159,11250502
24160,11250901
24161,11253301
24162,11251102
24163,11254801
24164,11255602
24165,11255502
24166,11256302
24167,11256502
24168,11257301
24169,11257401
24170,11257101
24171,11257201
24172,11257502
24173,11259701
24174,11261001
24175,11261401
24176,11262007
24177,11262505
24178,11261701
24179,11265101
24180,11265202
24181,11265801
24182,11266102
24183,11267101
24184,11268305
24185,11268901
24186,11268805
24187,11270401
24188,11270205
24189,11269905
24190,11270801
24191,11271501
24192,11271401
24193,11272101
24194,11272401
24195,11273001
24196,11273202
24197,11266901
24198,11249901
24199,11259001
24200,11286001
24201,11287202
24202,11289601
24203,11289501
24204,11289701
24205,11289901
24206,11289801
24207,10876205
24208,11290401
24209,11288601
24210,11288501
24211,11264401
24212,11194501
24213,11192001
24214,11191901
24215,11191702
24216,11264501
24217,11097901
24218,11097801
24219,11291801
24220,11277901
24221,11279702
24222,11281201
24223,11281902
24224,11282301
24225,11283005
24226,11283505
24227,11284102
24228,11284801
24229,11285001
24230,11285601
24231,11285402
24232,11285701
24233,11285302
24234,11285501
24235,11314005
24236,11313601
24237,11314101
24238,11314601
24239,11314301
24240,11314905
24241,11314201
24242,11314801
24243,11315001
24244,11315302
24245,11315201
24246,11315501
24247,11315401
24248,11315701
24249,11315901
24250,11316201
24251,11316401
24252,11316505
24253,11316601
24254,11316701
24255,11317401
24256,11317601
24257,11317501
24258,11317201
24259,11317101
24260,11318201
24261,11318705
24262,11318805
24263,11318901
24264,11319208
24265,11293301
24266,11322002
24267,11293801
24268,11294301
24269,11322301
24270,11322705
24271,11322401
24272,11294702
24273,11322901
24274,11322601
24275,11295601
24276,11296001
24277,11296101
24278,11296902
24279,11297002
24280,11297302
24281,11297402
24282,11298002
24283,11298101
24284,11298702
24285,11299202
24286,11299102
24287,11299302
24288,11299402
24289,11299602
24290,11299702
24291,11299902
24292,11300001
24293,11300202
24294,11300502
24295,11300302
24296,11300702
24297,11298302
24298,11301202
24299,11301702
24300,11301602
24301,11301802
24302,11302202
24303,11302402
24304,11303002
24305,11303102
24306,11303202
24307,11303702
24308,11304301
24309,11304602
24310,11304702
24311,11302102
24312,11305401
24313,11307102
24314,11307901
24315,11308802
24316,11308902
24317,11309001
24318,11309101
24319,11310001
24320,11309801
24321,11310501
24322,11310601
24323,11311701
24324,11311502
24325,11311601
24326,11312301
24327,11323602
24328,11320201
24329,11320102
24330,11320401
24331,11320601
24332,11324301
24333,11324601
24334,11324701
24335,11324501
24336,11324801
24337,11325401
24338,11325301
24339,11325701
24340,11326001
24341,11325001
24342,11324901
24343,11325101
24344,11325201
24345,11325801
24346,11325601
24347,11325501
24348,11326101
24349,11320701
24350,11326601
24351,11327301
24352,11328401
24353,11328501
24354,11328901
24355,11328201
24356,11328601
24357,11329101
24358,11329601
24359,11329401
24360,11331902
24361,11332101
24362,11332901
24363,11333101
24364,11333201
24365,11333501
24366,11334301
24367,11335905
24368,11337101
24369,11338801
24370,11338202
24371,11338102
24372,11337601
24373,11337208
24374,11339304
24375,11339801
24376,11340202
24377,11340601
24378,11337502
24379,11337301
24380,11342202
24381,11362401
24382,11362901
24383,11363201
24384,11364301
24385,11364502
24386,11364401
24387,11365401
24388,11365607
24389,11365001
24390,11366401
24391,11366701
24392,11369301
24393,11369501
24394,11369601
24395,11369702
24396,11370908
24397,11371102
24398,11371402
24399,11371602
24400,11353501
24401,11353401
24402,11353702
24403,11354302
24404,11355701
24405,11356001
24406,11355801
24407,11357602
24408,11358602
24409,11359101
24410,11359801
24411,11360201
24412,11373606
24413,11377101
24414,11376301
24415,11378801
24416,11343901
24417,11344501
24418,11344901
24419,11381501
24420,11382601
24421,11383205
24422,11412401
24423,11409201
24424,11417001
24425,11483701
24426,11484701
24427,11486301
24428,11475205
24429,11486905
24430,11487101
24431,11487301
24432,11487401
24433,11487801
24434,11487701
24435,11487901
24436,11477001
24437,11489001
24438,11490202
24439,11489606
24440,11489301
24441,11489702
24442,11490502
24443,11497301
24444,11501001
24445,11501101
24446,11501601
24447,11501501
24448,11501301
24449,11498501
24450,11503101
24451,11499302
24452,11503005
24453,11496801
24454,11502905
24455,11501901
24456,11502805
24457,11502101
24458,11502401
24459,11505401
24460,11505501
24461,11512001
24462,11511901
24463,11512101
24464,11513405
24465,11513201
24466,11513101
24467,11513301
24468,11513001
24469,11515101
24470,11516301
24471,11516502
24472,11516105
24473,11519401
24474,11519501
24475,11520601
24476,11520501
24477,11521102
24478,11509101
24479,11521901
24480,11520001
24481,11524601
24482,11524801
24483,11524401
24484,11525801
24485,11526401
24486,11526301
24487,8121401
24488,11533301
24489,11534801
24490,11535901
24491,11534601
24492,11536901
24493,11537001
24494,11539701
24495,11538901
24496,11539205
24497,11538801
24498,11539405
24499,11539801
24500,11542701
24501,11544501
24502,11545402
24503,11546102
24504,11547501
24505,11563402
24506,11563202
24507,11564705
24508,11564801
24509,11565301
24510,11564401
24511,11565701
24512,11566301
24513,11580607
24514,11567701
24515,11568001
24516,11568101
24517,11584401
24518,11571301
24519,11571105
24520,11588805
24521,11547701
24522,11547801
24523,11590101
24524,11589701
24525,11552202
24526,11553202
24527,11555901
24528,11556301
24529,11562705
24530,11589501
24531,11592601
24532,11593201
24533,11593001
24534,11592901
24535,11593401
24536,11593501
24537,11593701
24538,11593901
24539,11593601
24540,11593801
24541,11595201
24542,11595101
24543,11595601
24544,11595801
24545,11595701
24546,11595901
24547,11596601
24548,11596501
24549,11596401
24550,11596101
24551,11596801
24552,11596701
24553,11585001
24554,11569701
24555,11582701
24556,11600002
24557,11571901
24558,11573801
24559,11570601
24560,11569501
24561,11584602
24562,11569601
24563,11574001
24564,11571801
24565,11572201
24566,11586701
24567,11572101
24568,11572001
24569,11574601
24570,11587001
24571,11556802
24572,11547901
24573,11578001
24574,11625401
24575,11619601
24576,11620101
24577,11626001
24578,11624501
24579,11621101
24580,11622401
24581,11625701
24582,11627201
24583,11623701
24584,11620201
24585,11623801
24586,11627301
24587,11623301
24588,11621001
24589,11620601
24590,11625601
24591,11620001
24592,11620401
24593,11622501
24594,11624801
24595,11622901
24596,11619501
24597,11617201
24598,11617001
24599,11629701
24600,11630301
24601,11612001
24602,11612501
24603,11612201
24604,11610301
24605,11612401
24606,11612101
24607,11612301
24608,11613301
24609,11611201
24610,11613401
24611,11611301
24612,11613001
24613,11612605
24614,11610601
24615,11613101
24616,11612801
24617,11611801
24618,11611601
24619,11613201
24620,11610401
24621,11610501
24622,11610701
24623,11612701
24624,11614601
24625,11614001
24626,11614401
24627,11615401
24628,11615301
24629,11615501
24630,11615601
24631,11615801
24632,11616501
24633,11616201
24634,11616401
24635,11618505
24636,11617701
24637,11619101
24638,11618901
24639,11618001
24640,11618801
24641,11619005
24642,11617301
24643,11617901
24644,11618201
24645,11618401
24646,11619205
24647,11618305
24648,11618701
24649,11618101
24650,11617601
24651,11618601
24652,11622801
24653,11620301
24654,11620901
24655,11621201
24656,11590501
24657,11586402
24658,11603402
24659,11603601
24660,11603502
24661,11602802
24662,11604201
24663,11604401
24664,11606101
24665,11606401
24666,11605301
24667,11605601
24668,11604801
24669,11607101
24670,11607202
24671,11608001
24672,11607701
24673,11608101
24674,11639301
24675,11639401
24676,11640001
24677,11639201
24678,11639101
24679,11639701
24680,11640401
24681,11639801
24682,11639001
24683,11641801
24684,11641501
24685,11645201
24686,11645801
24687,11647901
24688,11653501
24689,11654001
24690,11648001
24691,11653901
24692,11645601
24693,11654201
24694,11648601
24695,11646301
24696,11650201
24697,11653201
24698,11653001
24699,11646701
24700,11652501
24701,11646101
24702,11652901
24703,11647001
24704,11649701
24705,11650801
24706,11647601
24707,11647201
24708,11650401
24709,11654301
24710,11648501
24711,11651501
24712,11651701
24713,11651901
24714,11682505
24715,11702101
24716,11702001
24717,11703001
24718,11686001
24719,11704401
24720,11705001
24721,11688601
24722,11708801
24723,11711102
24724,11711402
24725,11711701
24726,11728501
24727,11712801
24728,11728801
24729,11714602
24730,11715605
24731,11715701
24732,11716001
24733,11732701
24734,11733401
24735,11718301
24736,11718905
24737,11718601
24738,11749001
24739,11749101
24740,11745601
24741,11751201
24742,11751404
24743,11751802
24744,11751801
24745,11752002
24746,11752301
24747,11752501
24748,11803402
24749,11803902
24750,11804001
24751,11804301
24752,11804102
24753,11804605
24754,11804501
24755,11804801
24756,11804902
24757,11790501
24758,11791602
24759,11792202
24760,11807101
24761,11792601
24762,11796301
24763,11796801
24764,11797101
24765,11845701
24766,11847001
24767,11849001
24768,11850506
24769,11851002
24770,11849301
24771,11856601
24772,11857101
24773,11856901
24774,11857501
24775,11868102
24776,11868002
24777,11867802
24778,11870101
24779,11868807
24780,11868902
24781,11868607
24782,11869605
24783,11869007
24784,11869505
24785,11869207
24786,11869105
24787,11871101
24788,11871501
24789,11871401
24790,11871601
24791,11873001
24792,11872101
24793,11872901
24794,11873801
24795,11874301
24796,11874907
24797,11875305
24798,11878001
24799,11881701
24800,11881601
24801,11882401
24802,11864501
24803,11862901
24804,11884001
24805,11884701
24806,11884601
24807,11884801
24808,11898401
24809,11899702
24810,12009505
24811,12001002
24812,12001101
24813,12001201
24814,12011301
24815,12011501
24816,12011801
24817,12011901
24818,12002202
24819,12003701
24820,12003901
24821,12005901
24822,12006001
24823,12006601
24824,12007201
24825,12008501
24826,10392601
24827,10392701
24828,10393201
24829,10394601
24830,10409001
24831,10395901
24832,10396301
24833,10397301
24834,10397501
24835,10397401
24836,10398801
24837,10399401
24838,10398901
24839,10400501
24840,10400905
24841,10401001
24842,10390901
24843,10390802
24844,10391101
24845,10390701
24846,10413101
24847,10413001
24848,10413301
24849,10415206
24850,10417301
24851,10417801
24852,10420201
24853,10420601
24854,10422101
24855,10422201
24856,10422301
24857,10422601
24858,10423502
24859,10425702
24860,10425901
24861,10426001
24862,10426101
24863,10426301
24864,10426401
24865,10426801
24866,10427101
24867,10428502
24868,10428701
24869,10429301
24870,10429501
24871,10430101
24872,10430701
24873,10430601
24874,10436802
24875,10437202
24876,10438602
24877,10438702
24878,10438901
24879,10439801
24880,10440401
24881,10440502
24882,10441001
24883,10441501
24884,10441602
24885,10441802
24886,10444901
24887,10445501
24888,10445301
24889,10446501
24890,10446601
24891,10446401
24892,10446805
24893,10447105
24894,10453905
24895,10448101
24896,10455702
24897,10449601
24898,10458601
24899,10456301
24900,10461501
24901,10461601
24902,10463001
24903,10463301
24904,10462701
24905,10464901
24906,10464601
24907,10466301
24908,10467602
24909,10469801
24910,10469701
24911,10469501
24912,10471101
24913,10471801
24914,10471901
24915,10473601
24916,10473501
24917,10473701
24918,10473801
24919,10473901
24920,10474701
24921,10475801
24922,10477602
24923,10477505
24924,10477701
24925,10478301
24926,10489402
24927,10489501
24928,10491202
24929,10491402
24930,10491902
24931,10491702
24932,10492002
24933,10492401
24934,10493101
24935,10493401
24936,10495001
24937,10497102
24938,10496001
24939,10498601
24940,10499001
24941,10499901
24942,10500001
24943,10500101
24944,10500201
24945,10500601
24946,10501101
24947,10501201
24948,10501502
24949,10503002
24950,10503102
24951,10503302
24952,10504801
24953,10508002
24954,10508101
24955,10507902
24956,10507501
24957,10504601
24958,10507802
24959,10504702
24960,10507402
24961,10508902
24962,10508802
24963,10508402
24964,10508302
24965,10509601
24966,10509701
24967,10509802
24968,10514102
24969,10514501
24970,10516202
24971,10517201
24972,10517501
24973,10519001
24974,10519301
24975,10519401
24976,10520101
24977,10520001
24978,10520702
24979,10479602
24980,10467206
24981,10481701
24982,10482301
24983,10483401
24984,10483301
24985,10483702
24986,10484902
24987,10484702
24988,10484802
24989,10485802
24990,10485602
24991,10480601
24992,10480401
24993,10480501
24994,10486001
24995,10486601
24996,10487102
24997,10487202
24998,10487801
24999,10488701
25000,10489101
25001,10521701
25002,10522101
25003,10522501
25004,10521201
25005,10521301
25006,10521501
25007,10523108
25008,10523601
25009,404
25010,10524101
25011,10524401
25012,10524501
25013,10524301
25014,10524201
25015,431
25016,10525901
25017,10525101
25018,10527801
25019,10527101
25020,10528001
25021,10526301
25022,10528601
25023,10526401
25024,10526201
25025,10528301
25026,10528401
25027,10526001
25028,10528701
25029,10530305
25030,10535001
25031,10534305
25032,10535301
25033,10532501
25034,10535401
25035,10532601
25036,10533501
25037,10534205
25038,10532801
25039,10531801
25040,10531201
25041,7620905
25042,10536601
25043,10536701
25044,10539501
25045,10540101
25046,10538601
25047,10540001
25048,10541801
25049,10541907
25050,10542401
25051,10542301
25052,10542701
25053,10542901
25054,10544001
25055,10544101
25056,10544201
25057,10543801
25058,10543901
25059,10545505
25060,10545601
25061,10545701
25062,10546401
25063,10546301
25064,10546501
25065,10546601
25066,10546801
25067,10546701
25068,10547401
25069,10549101
25070,10549601
25071,10413808
25072,10552001
25073,10552301
25074,10551901
25075,10552701
25076,10436301
25077,10554101
25078,10554701
25079,10554601
25080,10556101
25081,10555502
25082,10555702
25083,10555601
25084,10555802
25085,10558601
25086,10559901
25087,10560801
25088,10560701
25089,10561101
25090,10568704
25091,10568802
25092,10568901
25093,10571606
25094,10572502
25095,10574602
25096,10577501
25097,10580001
25098,10580301
25099,10580401
25100,10580802
25101,10581001
25102,10583101
25103,10581801
25104,10581901
25105,10582801
25106,10583601
25107,10586105
25108,10598601
25109,10588801
25110,10589001
25111,10599701
25112,10591801
25113,10594001
25114,10594301
25115,10594201
25116,10593301
25117,10595801
25118,10595901
25119,10596001
25120,10596102
25121,10596401
25122,10596801
25123,10596201
25124,10596705
25125,10596605
25126,10728101
25127,10729101
25128,10729201
25129,10697601
